day,year,mo,da,date,Crimes_This_Day,primary_type,location_description,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
7,2015,01,04,2015-01-04,4,THEFT,BAR OR TAVERN,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,3,ASSAULT,STREET,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,2,BURGLARY,RESIDENCE-GARAGE,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,9,BATTERY,SIDEWALK,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,THEFT,RESIDENCE-GARAGE,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,CRIMINAL DAMAGE,VACANT LOT/LAND,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,BATTERY,DRUG STORE,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,3,NARCOTICS,APARTMENT,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,THEFT,ALLEY,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,7,CRIMINAL DAMAGE,APARTMENT,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,26,NARCOTICS,STREET,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,5,PROSTITUTION,STREET,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,MOTOR VEHICLE THEFT,GAS STATION,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,2,PUBLIC PEACE VIOLATION,SIDEWALK,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,BATTERY,SMALL RETAIL STORE,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,ROBBERY,CTA BUS STOP,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,16,CRIMINAL DAMAGE,STREET,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,WEAPONS VIOLATION,PARKING LOT/GARAGE(NON.RESID.),30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,CRIMINAL TRESPASS,RESIDENCE-GARAGE,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,OTHER OFFENSE,SIDEWALK,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,2,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,7,OTHER OFFENSE,STREET,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,2,NARCOTICS,VEHICLE NON-COMMERCIAL,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
7,2015,01,04,2015-01-04,1,NARCOTICS,RESIDENCE,30.6,27.5,1013.0,2.9,9.2,18.1,26.0,37.0,16.0,0.54,2.0,0
1,2015,01,05,2015-01-05,1,ASSAULT,POLICE FACILITY/VEH PARKING LOT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,8,OTHER OFFENSE,APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,12,OTHER OFFENSE,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,GAS STATION,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,COMMERCIAL / BUSINESS OFFICE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,34,BATTERY,APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,5,DECEPTIVE PRACTICE,,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIMINAL DAMAGE,RESTAURANT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,13,BURGLARY,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,3,NARCOTICS,ALLEY,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,MOTOR VEHICLE THEFT,OTHER,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,NARCOTICS,GOVERNMENT BUILDING/PROPERTY,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,WEAPONS VIOLATION,RESTAURANT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,6,THEFT,PARKING LOT/GARAGE(NON.RESID.),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,DECEPTIVE PRACTICE,GAS STATION,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,"SCHOOL, PUBLIC, BUILDING",4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,"SCHOOL, PUBLIC, BUILDING",4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,NARCOTICS,VEHICLE NON-COMMERCIAL,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,PUBLIC PEACE VIOLATION,CTA GARAGE / OTHER PROPERTY,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,8,ASSAULT,SIDEWALK,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,PUBLIC PEACE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,5,CRIMINAL TRESPASS,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,WEAPONS VIOLATION,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,NURSING HOME/RETIREMENT HOME,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,PUBLIC PEACE VIOLATION,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,OTHER OFFENSE,RESTAURANT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,ROBBERY,SMALL RETAIL STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIMINAL TRESPASS,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,16,CRIMINAL DAMAGE,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,NARCOTICS,RESTAURANT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, GROUNDS",4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,3,CRIMINAL TRESPASS,GAS STATION,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,ASSAULT,JAIL / LOCK-UP FACILITY,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,6,CRIMINAL DAMAGE,APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,OTHER,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,TAVERN/LIQUOR STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,DECEPTIVE PRACTICE,DEPARTMENT STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,3,ASSAULT,"SCHOOL, PUBLIC, BUILDING",4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,BAR OR TAVERN,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,VACANT LOT/LAND,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,PUBLIC INDECENCY,RESTAURANT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,ROBBERY,CONVENIENCE STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,OFFENSE INVOLVING CHILDREN,APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,10,THEFT,OTHER,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,POLICE FACILITY/VEH PARKING LOT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,DECEPTIVE PRACTICE,CTA STATION,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,ASSAULT,OTHER,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,13,ASSAULT,APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,BATTERY,VEHICLE NON-COMMERCIAL,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,THEFT,HOSPITAL BUILDING/GROUNDS,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,5,THEFT,GROCERY FOOD STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,CRIMINAL DAMAGE,RESIDENCE-GARAGE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIMINAL TRESPASS,HOTEL/MOTEL,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,WEAPONS VIOLATION,APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,25,BATTERY,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,BATTERY,ALLEY,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,CHA APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,ROBBERY,OTHER,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,CHA HALLWAY/STAIRWELL/ELEVATOR,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,4,ASSAULT,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,HOMICIDE,HOUSE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,8,DECEPTIVE PRACTICE,OTHER,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,6,BATTERY,SIDEWALK,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,SMALL RETAIL STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,ASSAULT,RESTAURANT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,10,NARCOTICS,SIDEWALK,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,CRIMINAL TRESPASS,APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,THEFT,RESTAURANT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,SEX OFFENSE,"SCHOOL, PUBLIC, BUILDING",4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIM SEXUAL ASSAULT,APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,NARCOTICS,JAIL / LOCK-UP FACILITY,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIMINAL TRESPASS,RESTAURANT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BURGLARY,OTHER,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,3,BURGLARY,RESIDENCE-GARAGE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIMINAL DAMAGE,OTHER,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,BATTERY,RESIDENCE PORCH/HALLWAY,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,PROSTITUTION,VEHICLE NON-COMMERCIAL,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,RESIDENTIAL YARD (FRONT/BACK),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,WEAPONS VIOLATION,DEPARTMENT STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,ASSAULT,SMALL RETAIL STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,NARCOTICS,APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,NARCOTICS,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,RESIDENCE-GARAGE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,NARCOTICS,"SCHOOL, PUBLIC, BUILDING",4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,ROBBERY,COMMERCIAL / BUSINESS OFFICE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,GROCERY FOOD STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,22,MOTOR VEHICLE THEFT,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,THEFT,SIDEWALK,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,13,THEFT,APARTMENT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,INTERFERENCE WITH PUBLIC OFFICER,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,MOVIE HOUSE/THEATER,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,CRIMINAL DAMAGE,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,DECEPTIVE PRACTICE,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIM SEXUAL ASSAULT,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,OTHER OFFENSE,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,RESIDENTIAL YARD (FRONT/BACK),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIMINAL TRESPASS,PARKING LOT/GARAGE(NON.RESID.),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,CRIMINAL DAMAGE,SMALL RETAIL STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,CONVENIENCE STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,NURSING HOME/RETIREMENT HOME,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,INTIMIDATION,GOVERNMENT BUILDING/PROPERTY,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,14,DECEPTIVE PRACTICE,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,OTHER OFFENSE,MEDICAL/DENTAL OFFICE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,HOSPITAL BUILDING/GROUNDS,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,JAIL / LOCK-UP FACILITY,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,DECEPTIVE PRACTICE,HOSPITAL BUILDING/GROUNDS,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,CRIMINAL DAMAGE,HOTEL/MOTEL,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,10,THEFT,SMALL RETAIL STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BATTERY,CTA STATION,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,SEX OFFENSE,RESIDENCE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,5,BATTERY,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,5,OTHER OFFENSE,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,4,OTHER OFFENSE,OTHER,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,4,ROBBERY,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,30,THEFT,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,ALLEY,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BURGLARY,COMMERCIAL / BUSINESS OFFICE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,THEFT,ABANDONED BUILDING,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,DECEPTIVE PRACTICE,GROCERY FOOD STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,BURGLARY,GAS STATION,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,PUBLIC PEACE VIOLATION,SIDEWALK,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,2,THEFT,AIRCRAFT,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,PROSTITUTION,STREET,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,SEX OFFENSE,SIDEWALK,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,1,ASSAULT,HOSPITAL BUILDING/GROUNDS,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
1,2015,01,05,2015-01-05,10,THEFT,DEPARTMENT STORE,4.5,-5.8,1036.3,10.0,11.3,15.0,25.1,14.0,-0.9,0.03,1.2,0
